date,y_real,y_pred
2024-03-31,101.20833333333,104.78106043345633
2024-06-30,104.51433333333,106.10381378639556
2024-09-30,104.87733333333,106.6829954176123
2024-12-31,105.47166666666,107.03666336352067
2024-03-31,,104.78106043345633
2024-06-30,,106.10381378639556
2024-09-30,,106.6829954176123
2024-12-31,,107.03666336352067
2025-03-31,,107.65458745960885
2025-06-30,,108.81420819493543
2025-09-30,,109.39338982615217
2025-12-31,,109.74705777206054
